CustomerId,CustomerTypeId,CustomerRelationshipTypeId,DateOfBirth,CustomerEstablishedDate,IsActive,FirstName,LastName,Gender,PrimaryPhone,SecondaryPhone,PrimaryEmail,SecondaryEmail,CreatedBy,UpdatedBy,GoldLoadTimestamp
CID-142,Individual,Standard,1941-01-17,2020-10-14,True,Kasper,Graf,Male,(712) 555-0183,None,kasper@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-143,Individual,Standard,1987-10-20,2020-10-19,True,Fiamma,Greco,Female,(856) 555-0126,None,fiamma@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-144,Individual,Standard,1922-11-11,2020-10-24,True,Manon,Griffiths,Female,(303) 555-0179,None,manon@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-145,Individual,Standard,1974-02-25,2020-10-28,True,Jacqueline,Grondin,Female,(626) 555-0131,None,jacqueline@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-146,Individual,Premium,1952-11-18,2020-11-02,False,Marta,Guanyavents,Female,(417) 555-0165,None,marta@contoso.com,marta@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-147,Individual,Premium,1961-04-23,2020-11-07,True,Louisa,Guenther,Female,(214) 555-0139,None,louisa@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-148,Individual,Standard,1954-04-16,2020-11-11,False,Charlie,Guibord,Male,(380) 555-0175,None,charlie@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-149,Individual,VIP,1923-08-18,2020-11-16,True,Ayse,Guler,Female,(740) 555-0109,None,ayse@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-150,Individual,Premium,1991-06-05,2020-11-20,True,Meltem,Gumus,Female,(812) 555-0147,None,meltem@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-151,Government,Local,1931-02-01,2020-11-25,True,Faruk,Gunes,Male,(934) 555-0138,None,faruk@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-152,Individual,Standard,1973-11-10,2020-11-30,True,Halit,Gungor,Male,(330) 555-0165,None,halit@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-153,Individual,Standard,1981-01-26,2020-12-04,True,Killian,Gunther,Male,(518) 555-0135,None,killian@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-154,Individual,Standard,1959-01-12,2020-12-09,True,Tito,Guzmán,Male,(619) 555-0156,None,tito@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-155,Government,Local,1974-04-01,2020-12-14,True,Renata,Hall,Female,(404) 555-0165,None,renata@contoso.com,renata@fabrikam.com,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-156,Individual,Standard,1968-05-16,2020-12-18,True,Frantisek,Hanak,Male,(954) 555-0114,None,frantisek@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-157,Individual,Standard,1973-12-02,2020-12-23,True,Jacob,Hancock,Male,(214) 555-0127,None,jacob@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-158,Business,SMB,1940-09-01,2020-12-28,True,Daniela,Hanzlova,Female,(520) 555-0123,None,daniela@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-159,Individual,VIP,1951-09-21,2021-01-01,True,Libby,Harrison,Female,(501) 555-0177,None,libby@contoso.com,libby@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-160,Business,SMB,1958-11-04,2021-01-06,True,Maja,Hartmann,Female,(603) 555-0187,None,maja@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-161,Individual,Premium,1961-04-06,2021-01-10,False,Marta,Havrankova,Female,(626) 555-0157,None,marta@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-162,Individual,Standard,1965-02-13,2021-01-15,True,Hannah,Haynes,Female,(608) 555-0169,None,hannah@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-163,Individual,VIP,1980-11-01,2021-01-20,True,Josephine,Hebert,Female,(270) 555-0144,(435) 555-0273,josephine@contoso.com,josephine@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-164,Individual,Standard,1992-09-21,2021-01-24,True,Jule,Heinrich,Female,(231) 555-0177,None,jule@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-165,Individual,Standard,1987-10-07,2021-01-29,True,Detlef,Hembrock,Male,(540) 555-0179,None,detlef@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-166,Business,Partner,1980-12-29,2021-02-03,True,Felix,Henderson,Male,(786) 555-0195,None,felix@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-167,Individual,VIP,1950-01-03,2021-02-07,True,Briana,Hernandez,Female,(630) 555-0119,None,briana@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-168,Individual,Premium,1973-11-03,2021-02-12,True,Coralie,Hetu,Female,(224) 555-0137,None,coralie@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-169,Individual,Standard,1985-10-02,2021-02-16,True,Ana,Hocevar,Female,(725) 555-0122,None,ana@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-170,Individual,Standard,1996-05-26,2021-02-21,True,Vaclav,Holy,Male,(517) 555-0115,None,vaclav@contoso.com,vaclav@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-171,Individual,Premium,1944-06-28,2021-02-26,True,Tereza,Horackova,Female,(714) 555-0168,None,tereza@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-172,Individual,VIP,1973-09-12,2021-03-02,True,Janez,Horvat,Male,(607) 555-0177,(714) 555-0257,janez@contoso.com,janez@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-173,Individual,Premium,1951-05-15,2021-03-07,True,Karel,Hovorka,Male,(817) 555-0194,(978) 555-0270,karel@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-174,Individual,Premium,1984-11-16,2021-03-12,True,Avery,Howard,Female,(762) 555-0169,None,avery@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-175,Individual,Standard,1953-02-12,2021-03-16,True,Jarmila,Hrdlickova,Female,(414) 555-0113,(937) 555-0262,jarmila@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-176,Individual,Premium,1933-05-23,2021-03-21,True,Aljosa,Hribar,Female,(734) 555-0145,None,aljosa@contoso.com,aljosa@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-177,Individual,Standard,1983-05-28,2021-03-26,True,Andreja,Hrovat,Female,(970) 555-0114,None,andreja@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-178,Individual,Standard,1942-11-19,2021-03-30,True,Jose,Huaman,Male,(307) 555-0116,None,jose@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-179,Government,Local,1978-06-19,2021-04-04,True,Shawn,Hughes,Male,(650) 555-0153,None,shawn@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-180,Individual,Premium,1995-05-20,2021-04-08,True,Aidan,Hunt,Male,(307) 555-0197,(303) 555-0244,aidan@contoso.com,aidan@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-181,Individual,Standard,1970-12-03,2021-04-13,True,Cai,Huws,Male,(910) 555-0126,None,cai@contoso.com,cai@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-182,Individual,Standard,1957-04-30,2021-04-18,False,Vlastimil,Hybl,Male,(470) 555-0177,(435) 555-0216,vlastimil@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-183,Government,State,1950-04-26,2021-04-22,True,Gerolamo,Iadanza,Male,(305) 555-0196,(559) 555-0295,gerolamo@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-184,Business,SMB,1988-07-31,2021-04-27,True,Christiane,Ingenpass,Female,(859) 555-0130,None,christiane@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-185,Individual,Premium,1960-07-31,2021-05-02,True,Jessie,Irwin,Male,(929) 555-0191,(571) 555-0267,jessie@contoso.com,jessie@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-186,Individual,Standard,1957-10-24,2021-05-06,True,Anthony,Ivanov,Male,(409) 555-0153,None,anthony@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-187,Business,SMB,1942-06-07,2021-05-11,True,Abigail,Jackson,Female,(717) 555-0186,(430) 555-0239,abigail@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-188,Individual,Premium,1955-08-13,2021-05-15,True,Alena,Jankova,Female,(970) 555-0139,None,alena@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-189,Individual,Standard,1986-07-22,2021-05-20,False,Nikola,Janu,Male,(870) 555-0183,(707) 555-0228,nikola@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-190,Individual,Standard,1977-12-09,2021-05-25,True,Hannah,Jarvis,Female,(973) 555-0104,None,hannah@contoso.com,hannah@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-191,Individual,Standard,1984-10-24,2021-05-29,False,Hanna,Jasinska,Female,(740) 555-0128,None,hanna@contoso.com,hanna@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-192,Business,SMB,1957-08-24,2021-06-03,True,Aira,Jaunzema,Female,(432) 555-0121,(773) 555-0244,aira@contoso.com,aira@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-193,Government,Federal,1973-11-05,2021-06-08,True,Irena,Jaworska,Female,(802) 555-0188,None,irena@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-194,Individual,Standard,1975-03-04,2021-06-12,True,Casey,Jensen,Male,(364) 555-0100,None,casey@contoso.com,casey@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-195,Individual,Premium,1989-09-18,2021-06-17,False,Alenka,Jereb,Female,(773) 555-0143,None,alenka@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-196,Individual,Standard,1989-01-23,2021-06-22,True,Tanja,Jerman,Female,(434) 555-0174,None,tanja@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-197,Business,Premier,1952-01-03,2021-06-26,True,Riley,Johnson,Male,(318) 555-0187,None,riley@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-198,Business,Premier,1966-07-21,2021-07-01,True,Natasha,Jones,Female,(318) 555-0189,None,natasha@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-199,Business,SMB,1951-05-15,2021-07-05,True,Karl,Kadenbach,Male,(218) 555-0198,None,karl@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-200,Business,SMB,1992-11-10,2021-07-10,True,Jacek,Kalinowski,Male,(228) 555-0145,None,jacek@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-201,Individual,Standard,1986-09-30,2021-07-15,True,Daniela,Kanepa,Female,(720) 555-0157,(405) 555-0226,daniela@contoso.com,daniela@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-202,Individual,Standard,1964-07-21,2021-07-19,True,Niklavs,Kaneps,Male,(502) 555-0100,None,niklavs@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-203,Individual,VIP,1957-06-29,2021-07-24,True,Havva,Kara,Female,(724) 555-0128,(225) 555-0289,havva@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-204,Business,Premier,1950-11-07,2021-07-29,True,Pinar,Karaca,Female,(209) 555-0128,None,pinar@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-205,Individual,VIP,1953-03-04,2021-08-02,True,Gregor,Kastelic,Male,(503) 555-0150,None,gregor@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-206,Individual,Standard,1957-07-13,2021-08-07,True,Ilga,Kaulina,Male,(623) 555-0102,None,ilga@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-207,Individual,Premium,1959-05-01,2021-08-11,True,Rok,Kavcic,Male,(715) 555-0134,None,rok@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-208,Individual,VIP,1990-08-01,2021-08-16,True,Ibrahim,Kaya,Male,(731) 555-0190,None,ibrahim@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-209,Individual,Standard,1958-07-04,2021-08-21,True,Faruk,Keskin,Male,(757) 555-0183,None,faruk@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-210,Individual,Standard,1997-12-05,2021-08-25,True,Xaver,Kiefer,Male,(484) 555-0119,None,xaver@contoso.com,xaver@fabrikam.com,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-211,Individual,Premium,1967-05-08,2021-08-30,True,Ramazan,Kilic,Male,(380) 555-0138,None,ramazan@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-212,Individual,Premium,1949-03-22,2021-09-04,True,Madison,Kim,Female,(909) 555-0118,None,madison@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-213,Individual,Premium,1996-06-06,2021-09-08,True,Adrian,King,Female,(464) 555-0190,None,adrian@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-214,Individual,Standard,1955-02-06,2021-09-13,True,William,Kirby,Male,(661) 555-0142,None,william@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-215,Business,Premier,1965-07-30,2021-09-18,True,Beatrise,Klavina,Female,(580) 555-0112,None,beatrise@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-216,Individual,Standard,1977-12-26,2021-09-22,True,Berend,Klein,Male,(715) 555-0156,None,berend@contoso.com,berend@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-217,Individual,Standard,1933-09-23,2021-09-27,True,Mojca,Klemencic,Female,(413) 555-0191,None,mojca@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-218,Business,SMB,1969-09-23,2021-10-01,True,Friedrich,Knerich,Male,(316) 555-0152,None,friedrich@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-219,Individual,Premium,1982-12-08,2021-10-06,True,Jozefa,Knez,Female,(305) 555-0182,None,jozefa@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-220,Business,Premier,1983-07-28,2021-10-11,True,Carla,Kobusch,Female,(737) 555-0141,None,carla@contoso.com,carla@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-221,Individual,Premium,1924-05-20,2021-10-15,True,Mahmut,Koc,Male,(848) 555-0125,None,mahmut@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-222,Individual,Standard,1934-01-25,2021-10-20,True,Dominique,Koch,Male,(402) 555-0127,None,dominique@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-223,Individual,VIP,1979-06-22,2021-10-25,True,Vlasta,Koci,Female,(571) 555-0119,None,vlasta@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-224,Individual,Standard,1960-01-21,2021-10-29,True,Lilly,Koenig,Female,(772) 555-0138,None,lilly@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-225,Individual,Premium,1961-04-02,2021-11-03,True,Eggert,Kohler,Male,(918) 555-0178,None,eggert@contoso.com,eggert@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-226,Individual,Standard,1963-01-23,2021-11-07,True,Tomas,Kohout,Male,(917) 555-0125,(916) 555-0279,tomas@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-227,Government,Local,1997-09-21,2021-11-12,True,Marija,Kolar,Female,(304) 555-0126,None,marija@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-228,Individual,Premium,1990-01-11,2021-11-17,True,Petr,Konecny,Male,(213) 555-0137,None,petr@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-229,Business,SMB,1976-10-04,2021-11-21,True,Vera,Kopecka,Female,(440) 555-0142,None,vera@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-230,Individual,Premium,1993-03-22,2021-11-26,True,Irena,Koren,Female,(931) 555-0163,None,irena@contoso.com,irena@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-231,Business,SMB,1977-12-05,2021-12-01,True,Safak,Korkmaz,Male,(816) 555-0141,None,safak@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-232,Individual,Standard,1987-01-10,2021-12-05,True,Stanislav,Korosec,Male,(803) 555-0164,None,stanislav@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-233,Individual,VIP,1954-03-30,2021-12-10,True,Jozi,Kos,Male,(818) 555-0171,(614) 555-0289,jozi@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-234,Individual,Standard,1969-06-03,2021-12-14,True,Maja,Kosir,Female,(316) 555-0146,None,maja@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-235,Individual,Premium,1947-09-15,2021-12-19,True,Robert,Kotnik,Male,(913) 555-0110,None,robert@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-236,Business,Partner,1997-11-02,2021-12-24,True,Andrej,Kovac,Male,(614) 555-0111,(773) 555-0262,andrej@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-237,Individual,Premium,1985-04-18,2021-12-28,True,Anton,Kovacic,Male,(315) 555-0136,(351) 555-0225,anton@contoso.com,anton@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-238,Individual,Standard,1974-02-25,2022-01-02,True,Adrian,Kowalczyk,Male,(309) 555-0152,None,adrian@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-239,Individual,VIP,1966-04-14,2022-01-07,True,Beata,Kowalska,Female,(415) 555-0179,None,beata@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-240,Individual,Premium,1983-06-14,2022-01-11,True,Zdenka,Kozakova,Female,(919) 555-0188,None,zdenka@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-241,Government,Local,1996-03-09,2022-01-16,True,Jan,Kozlowski,Male,(510) 555-0153,None,jan@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-242,Government,Local,1986-05-02,2022-01-21,True,Ivan,Krajnc,Male,(508) 555-0103,None,ivan@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-243,Government,State,1965-04-25,2022-01-25,True,Branko,Kralj,Male,(386) 555-0195,None,branko@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-244,Individual,Premium,1954-12-12,2022-01-30,True,Elsa,Kramer,Female,(208) 555-0110,(440) 555-0225,elsa@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-245,Individual,Premium,1933-04-18,2022-02-03,True,Edna,Krastina,Female,(781) 555-0144,None,edna@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-246,Government,Federal,1993-11-30,2022-02-08,True,Ralf,Krause,Male,(940) 555-0127,None,ralf@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-247,Individual,Premium,1976-03-31,2022-02-13,True,Joanna,Krawczyk,Female,(831) 555-0156,(830) 555-0272,joanna@contoso.com,joanna@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-248,Government,Local,1980-02-10,2022-02-17,True,Alex,Krejci,Female,(248) 555-0124,None,alex@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-249,Government,Local,1988-02-29,2022-02-22,True,Ella,Kreslina,Male,(318) 555-0128,None,ella@contoso.com,ella@fabrikam.com,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-250,Business,SMB,1984-09-23,2022-02-27,True,Agrita,Krieva,Male,(630) 555-0113,None,agrita@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-251,Individual,Premium,1964-05-09,2022-03-03,True,Darta,Krievina,Male,(269) 555-0129,(559) 555-0283,darta@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-252,Individual,Standard,1953-03-07,2022-03-08,True,Ronalds,Krievins,Male,(929) 555-0166,None,ronalds@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-253,Business,SMB,1966-04-04,2022-03-12,True,Heiko,Krueger,Male,(765) 555-0129,None,heiko@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-254,Individual,Premium,1929-05-07,2022-03-17,True,Beatrise,Kruze,Female,(425) 555-0144,None,beatrise@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-255,Individual,VIP,1970-04-04,2022-03-22,True,Ondrej,Kubat,Male,(405) 555-0188,None,ondrej@contoso.com,ondrej@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-256,Individual,Standard,1960-02-05,2022-03-26,True,Marcela,Kubatova,Female,(478) 555-0146,None,marcela@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-257,Government,State,1964-07-27,2022-03-31,True,Adrianna,Kucharska,Female,(704) 555-0163,None,adrianna@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-258,Individual,Standard,1985-07-05,2022-04-05,True,Andrzej,Kucharski,Male,(860) 555-0137,None,andrzej@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-259,Individual,Premium,1994-07-02,2022-04-09,True,Franciska,Kuhar,Female,(414) 555-0188,None,franciska@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-260,Individual,Standard,1978-06-06,2022-04-14,True,Alida,Kundzina,Female,(208) 555-0121,None,alida@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-261,Individual,Standard,1989-07-26,2022-04-19,True,Conrad,Kutzsche,Male,(770) 555-0140,None,conrad@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-262,Government,State,1994-01-13,2022-04-23,True,Hanna,Kwiatkowska,Female,(573) 555-0156,(224) 555-0211,hanna@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-263,Individual,Standard,1949-05-21,2022-04-28,False,Maureen,Labrecque,Female,(816) 555-0190,None,maureen@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-264,Individual,Standard,1954-04-17,2022-05-02,True,Alain,Lacombe,Male,(623) 555-0100,None,alain@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-265,Business,Premier,1988-05-20,2022-05-07,True,Gilbert,Lacroix,Male,(832) 555-0152,None,gilbert@contoso.com,gilbert@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-266,Business,Premier,1946-10-30,2022-05-12,True,Katja,Lah,Female,(715) 555-0133,(312) 555-0218,katja@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-267,Individual,Premium,1947-12-18,2022-05-16,True,Theodore,Lamy,Male,(205) 555-0116,None,theodore@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-268,Business,Premier,1958-04-29,2022-05-21,True,Anna,Lange,Female,(562) 555-0142,None,anna@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-269,Individual,Premium,1978-10-13,2022-05-26,True,Aisma,Lapsa,Male,(801) 555-0103,(567) 555-0258,aisma@contoso.com,aisma@fabrikam.com,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-270,Individual,Standard,1982-08-09,2022-05-30,True,Andre,Lawson,Male,(201) 555-0170,None,andre@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-271,Business,SMB,1944-12-16,2022-06-04,True,Denise,Lebatelier,Female,(701) 555-0172,(352) 555-0222,denise@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-272,Business,SMB,1989-02-26,2022-06-08,True,Bernadette,Leblanc,Female,(716) 555-0134,None,bernadette@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-273,Business,Partner,1959-05-28,2022-06-13,True,Mikaela,Lee,Female,(209) 555-0123,(425) 555-0269,mikaela@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-274,Government,State,1965-08-27,2022-06-18,True,Kayla,Lewis,Female,(978) 555-0149,(607) 555-0210,kayla@contoso.com,kayla@fabrikam.com,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-275,Individual,Standard,1950-01-28,2022-06-22,True,Aleksandra,Lice,Female,(858) 555-0142,None,aleksandra@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-276,Individual,Premium,1954-03-05,2022-06-27,True,Geraint,Llwyd,Male,(951) 555-0131,None,geraint@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-277,Business,Partner,1998-07-05,2022-07-02,True,Valeria,Lo Duca,Female,(603) 555-0127,None,valeria@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-278,Individual,Standard,1991-09-23,2022-07-06,True,Ernst,Loetzsch,Male,(218) 555-0198,None,ernst@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-279,Business,SMB,1954-03-24,2022-07-11,True,Palmira,Loggia,Female,(310) 555-0158,(916) 555-0211,palmira@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-280,Business,SMB,1982-05-20,2022-07-16,True,Francesca,Lombo,Female,(256) 555-0103,(512) 555-0233,francesca@contoso.com,francesca@fabrikam.com,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-281,Business,Premier,1968-04-11,2022-07-20,True,Markus,Long,Male,(219) 555-0138,(516) 555-0216,markus@contoso.com,None,Sales,Source_Data_Loader,2025-08-26 22:25:32.671411
CID-282,Individual,Standard,1927-07-19,2022-07-25,True,Gerardina,Longo,Female,(301) 555-0103,(806) 555-0200,gerardina@contoso.com,None,Services,Source_Data_Loader,2025-08-26 22:25:32.671411
